uri,prefLabel,prefLabel_en,casNumber,ecNumber,altLabel,altLabel_en,comment,definition,broader,broadMatch,collections,exactMatch,narrowMatch,notation,pubchem,source,theme,topConceptOf,inScheme,belongsTo,validatiestatus
bap___bbflu_som,PAK som benzo(a)pyreen + benzo(b)fluorantheen,,,,,,,,,,collectie:water,,,B(a)P + B(b)Flu som,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
basurf,"Surfactanten, bio-afbreekbaar",,,,,,,,,,collectie:water,,,BASurf,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
bc,Zwarte koolstof,,,,,,,,,,collectie:water,,,BC,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
bde,Polybroomdifenylether,,,,,,,,,,collectie:water,,,BDE,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
bde_85_154,BDE 85+154,,,,,,,,,,collectie:water,,,BDE 85+154,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
bde_t_6,"Polybroomdifenylether, totaal (6)",,,,,,,,,,collectie:water,,,BDE t (6),,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
benzine,Minerale olie (als benzine),,,,,,,,,,,,,benzine,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
bflu_som,PAK Benzo(b+k)fluorantheen (b),,,,,,,,,,collectie:water,,,BFlu som,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
biociden,Biociden,,,,,,,,,,collectie:water,,,biociden,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
bjflu_bep,Benzo(j)fluorantheen+Benzo(e)pyreen,,,,,,,,,,collectie:water,,,B(j)Flu+B(e)P,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
bpe___ip_som,"PAK Benzo(g,h,i)peryleen + Indeno(1,2,3-cd)pyreen",,,,,,,,,,collectie:water,,,BPe + IP som,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
br-_i-,Bromide + Iodide,,,,,,,,,,collectie:water,,,Br-+I-,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
bs,Bezinkbare stoffen,,,,,,,,,,collectie:water,,,BS,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
btbdpe,bis(Tribroomdifenoxy)-ethaan,,,,,,,,,,collectie:water,,,BTBDPE,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
btex,"Benzeen, tolueen, ethylbenzeen, xylenen",,,,,,,,,,collectie:water,,,BTEX,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
buta_tria_ala_acet,"Som van Butachloor, Triallat,Alachloor,Acetochloor",,,,,,,,,,collectie:water,,,"(Buta,Tria,Ala,Acet)",,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
butanol,Som van  1-Butanol en 2-Butanol,,,,,,,,,,collectie:water,,,Butanol,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c10eo,Decanolpolyethoxylaat,,,,,,,,,,collectie:water,,,C10EO,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c10peo,Decylfenolpolyethoxylaat,,,,,,,,,,collectie:water,,,C10PEO,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c11eo,Undecanolpolyethoxylaat,,,,,,,,,,collectie:water,,,C11EO,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c12admba,Dodecyldimethylbenzylammonium,,,,,,,,,,collectie:water,,,C12ADMBA,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c12eo,Dodecanolpolyethoxylaat,,,,,,,,,,collectie:water,,,C12EO,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c12quin,Dodecylquinolinium,,,,,,,,,,collectie:water,,,C12Quin,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c13eo,Tridecanolpolyethoxylaat,,,,,,,,,,collectie:water,,,C13EO,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c14admba,Tetradecyldimethylbenzylammonium,,,,,,,,,,collectie:water,,,C14ADMBA,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c14atma,Tetradecyltrimethylammonium,,,,,,,,,,collectie:water,,,C14ATMA,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c14dadma,Ditetradecyldimethylammonium,,,,,,,,,,collectie:water,,,C14DADMA,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c14eo,Tetradecanolpolyethoxylaat,,,,,,,,,,collectie:water,,,C14EO,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c14isoquin,Tetradecylisoquinolinium,,,,,,,,,,collectie:water,,,C14isoQuin,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c14pyr,Tetradecylpyridinium,,,,,,,,,,collectie:water,,,C14Pyr,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c14quin,Tetradecylquinolinium,,,,,,,,,,collectie:water,,,C14Quin,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c15eo,Pentadecanolpolyethoxylaat,,,,,,,,,,collectie:water,,,C15EO,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c16_1admba,Hexadecenyldimethylbenzylammonium,,,,,,,,,,collectie:water,,,C16:1ADMBA,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c16_1atma,Hexadecenyltrimethylammonium,,,,,,,,,,collectie:water,,,C16:1ATMA,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c16admba,Hexadecyldimethylbenzylammonium,,,,,,,,,,collectie:water,,,C16ADMBA,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c16eo,Hexadecanolpolyethoxylaat,,,,,,,,,,collectie:water,,,C16EO,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c16isoquin,Hexadecylisoquinolinium,,,,,,,,,,collectie:water,,,C16isoQuin,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c16quin,Hexadecylquinolinium,,,,,,,,,,collectie:water,,,C16Quin,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c18_1admba,Octadecenyldimethylbenzylammonium,,,,,,,,,,collectie:water,,,C18:1ADMBA,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c18_1atma,Octadecenyltrimethylammonium,,,,,,,,,,collectie:water,,,C18:1ATMA,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c18_1dadma,Dioctadecenyldimethylammonium,,,,,,,,,,collectie:water,,,C18:1DADMA,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c18_2admba,Octadecadienyldimethylbenzylammonium,,,,,,,,,,collectie:water,,,C18:2ADMBA,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c18_2atma,Octadecadienyltrimethylammonium,,,,,,,,,,collectie:water,,,C18:2ATMA,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c18_2dadma,Dioctadecadienyldimethylammonium,,,,,,,,,,collectie:water,,,C18:2DADMA,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c18admba,Octadecyldimethylbenzylammonium,,,,,,,,,,collectie:water,,,C18ADMBA,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c18atma,Octadecyltrimethylammonium,,,,,,,,,,collectie:water,,,C18ATMA,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c18dadma,Dioctadecyldimethylammonium,,,,,,,,,,collectie:water,,,C18DADMA,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c18eo,Octadecanolpolyethoxylaat,,,,,,,,,,collectie:water,,,C18EO,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c18isoquin,Octadecylisoquinolinium,,,,,,,,,,collectie:water,,,C18isoQuin,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c18pyr,Octadecylpyridinium,,,,,,,,,,collectie:water,,,C18Pyr,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c18quin,Octadecylquinolinium,,,,,,,,,,collectie:water,,,C18Quin,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
c9peo,Nonylfenolpolyethoxylaat,,,,,,,,,,collectie:water,,,C9PEO,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
calux,Dr-Calux,,,,,,,,,,collectie:water,,,Calux,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
can_i,"Chlooranilines, individueel",,,,,,,,,,collectie:water,,,CAn i,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
cans,Chlooranilines,,,,,,,,,,collectie:water,,,CAnS,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
cbzsom,Dichloorbenzenen,,,,,,,,,,collectie:water,,,CBzsom,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
ccl4,Koolstoftetrachloride,,,,,,,,,,collectie:water,,,CCl4,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
cd_cr_cu_ni_pb_zn,"Som van 6 totale metalen Cd,Cr,Cu,Ni,Pb en Zn",,,,,,,,,,collectie:water,,,"(Cd,Cr,Cu,Ni,Pb,Zn)",,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
cd_tl,Cd + Tl,,,,,,,,,,collectie:water,,,Cd+Tl,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
cfk,Chloorfluorkoolstoffen,,,,,,,,,,collectie:water,,,CFK,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
cfk_ind,CFK individueel,,,,,,,,,,collectie:water,,,CFK ind,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
cfk_tot,CFK totaal,,,,,,,,,,collectie:water,,,CFK tot,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
cfols,Chloorfenolen,,,,,,,,,,collectie:water,,,CFolS,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
chol,Cholinesteraseremmers,,,,,,,,,,collectie:water,,,Chol,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
cl,Chloor,,,,,,,,,,collectie:water,,,Cl,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
cl__gebonden,"Chloor, gebonden",,,,,,,,,,collectie:water,,,"Cl, gebonden",,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
cl_an_,Chloor en zijn anorganische verbindingen,,,,,,,,,,collectie:water,,,Cl an.,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
cl_en_so4,Sulfaten en chloriden,,,,,,,,,,collectie:water,,,Cl en SO4,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
cl_ot,"Chloor, organisch totaal",,,,,,,,,,collectie:water,,,Cl ot,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
cl_v,"Chloorresten, vrij",,,,,,,,,,collectie:water,,,Cl v,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
cl-verb,Chloorverbindingen,,,,,,,,,,collectie:water,,,Cl-verb,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
clfvfs,Chloorfenvinfos,,470-90-6,,Cfvinfos,,,,,,collectie:water,wise:CAS_470-90-6,chemische_stof:FSAVDKDHPDSCTO-WQLSENKSSA-N|chemische_stof:FSAVDKDHPDSCTO-XYOKQWHBSA-N,Clfvfs,compound:Chlorfenvinphos,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
clfyl_t,"Chlorofyl, totaal",,,,,,,,,,collectie:water,,,Clfyl t,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
cnitol,Chloornitrotoluenen,,,,,,,,,,collectie:water,,,CNiTol,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
cnyl_t,"Carbonylverbindingen, totaal",,,,,,,,,,collectie:water,,,Cnyl t,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
co_cr_cu_ni_pb_zn,"Som van 6 metalen t Co,Cr,Cu,Ni,Pb,Zn",,,,,,,,,,collectie:water,,,"(Co,Cr,Cu,Ni,Pb,Zn)",,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
co_cr_ni_pb_zn,"Som van 5 metalen t Co,Cr,Ni,Pb,Zn",,,,,,,,,,collectie:water,,,"(Co,Cr,Ni,Pb,Zn)",,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
collectie:lucht,Collectie van verzameling stoffen die in lucht worden gemeten,,,,,,,,,,,,,,,,,,conceptscheme:sommatie_stoffen,,
collectie:water,Collectie van verzameling stoffen die in water worden gemeten,,,,,,,,,,,,,,,,,,conceptscheme:sommatie_stoffen,,
conceptscheme:sommatie_stoffen,Codelijst groeperingen en sommaties van chemische stoffen,,,,,,,,,,,,,,,,,,,omg_dataset:codelijst-sommatie_stoffen,
cr_cu_ni_pb_zn,"Som van 5 totale metalen Cr,Cu,Ni,Pb en Zn",,,,,,,,,,collectie:water,,,"(Cr,Cu,Ni,Pb,Zn)",,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
cr_zn_mn_cu,"Som van 4 metalen totaal Cr, Zn, Mn en Cu",,,,,,,,,,collectie:water,,,"(Cr,Zn,Mn,Cu)",,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
cresol,Cresolen,,,,,,,,,,collectie:water,,,Cresol,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
cresol_c,Chloorcresolen,,,,,,,,,,collectie:water,,,Cresol c,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
ctine,Chloortoluidinen,,,,,,,,,,collectie:water,,,CTine,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
ctols,Chloortoluenen,,,,,,,,,,collectie:water,,,CTolS,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
cu__pb__ni__zn,"som van 4 totale metalen koper,lood,nikkel en zink",,,,,,,,,,collectie:water,,,"(Cu, Pb, Ni, Zn)",,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
cu_ni_cd_cr_pb,"som van 5 metalen t Cu,Ni,Cd,Cr,Pb",,,,,,,,,,collectie:water,,,"(Cu,Ni,Cd,Cr,Pb)",,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
cu_ni_zn_cr,"Som van 4 totale metalen Cu,Ni,Zn,Cr",,,,,,,,,,collectie:water,,,"(Cu,Ni,Zn,Cr)",,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
cyalk,Cycloalkanen,,,,,,,,,,collectie:water,,,cyAlk,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
d13c,Isotopenverhouding koolstof 13 en 12,,,,,,,,,,collectie:water,,,d13C,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
d15n,Isotopenverhouding stikstof 15 en 14,,,,,,,,,,collectie:water,,,d15N,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
dbt,Dibutyltinverbindingen (DBT),,,,DBT,,,,,,,,,DBT,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
dbysn_som,Dibutyltinverbindingen,,,,,,,,,,collectie:water,,,DBySn som,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
dcan_t,"Dichlooranilines, totaal",,,,,,,,,,collectie:water,,,DCAn t,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
dcbz,"Som van 1,2 + 1,3 + 1,4 DiChloorBenzeen",,,,,,,,,,collectie:water,,,DCBz,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
dcbzdines,Dichloorbenzidines,,,,,,,,,,collectie:water,,chemische_stof:BXAONUZFBUNTQR-UHFFFAOYSA-N|chemische_stof:HUWXDEQWWKGHRV-UHFFFAOYSA-N|chemische_stof:LPDSNGAFAJYVKH-UHFFFAOYSA-N|chemische_stof:PMZNABNRKYMIKT-UHFFFAOYSA-N|chemische_stof:XKXPBJBODVHDAW-UHFFFAOYSA-N,DCBzdines,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
dcdfytcea,Dichloordifenyltrichlorethanen,,,,,,,,,,collectie:water,,,DCDFyTCEa,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
dcee,Dichlooretheen,,,,,,,,,,collectie:water,,chemische_stof:KFUSEUYYWQURPO-OWOJBTEDSA-N|chemische_stof:KFUSEUYYWQURPO-UPHRSURJSA-N|chemische_stof:LGXVIGDEPROXKC-UHFFFAOYSA-N|chemische_stof:UCNVFOCBFJOQAL-UHFFFAOYSA-N|chemische_stof:ZDYJWDIWLRZXDB-UHFFFAOYSA-N,DCEe,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
dcpa,dichloorpropaan,,,,,,,,,,collectie:water,,chemische_stof:KNKRKFALVUDBJE-UHFFFAOYSA-N|chemische_stof:WIHMGGWNMISDNJ-UHFFFAOYSA-N|chemische_stof:YHRUOJUYPBUZOS-UHFFFAOYSA-N|chemische_stof:ZEOVXNVKXIPWMS-UHFFFAOYSA-N,DCPa,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
ddd_e_t,DDD+DDE+DDT,,,,,,,,,,collectie:water,,,DD(D+E+T),,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
ddt__dde_en_isom,"DDT, DDE en isomeren",,,,,,,,,,collectie:water,,,"DDT, DDE en isom",,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
ddt_2_som,DDT_2,,,,,,,,,,collectie:water,,,DDT_2 Som,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
ddt_t,"DDT, totaal",,,,,,,,,,collectie:water,,,DDT t,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
det_met_gisting,"oppervlakteactieve stoffen, met gisting",,,,,,,,,,collectie:water,,,Det met gisting,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
det_zonder_gisting,"Oppervlakteactieve stoffen, zonder gisting",,,,,,,,,,collectie:water,,,Det zonder gisting,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
dicnibzsom,Dichloornitrobenzenen,,,,,,,,,,collectie:water,,,diCNiBzsom,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
diesel,Minerale olie (als diesel),,,,,,,,,,,,,diesel,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
dieselolie,Minerale olie (als dieselolie),,,,,,,,,,,,,dieselolie,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
dinyft_didyft,Som van di-isononylftalaat en di-isodecylftalaat,,,,,,,,,,collectie:water,,,DiNyFt+DiDyFt,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
dinyftofdidyft,Som van di-isononylftalaat en di-isodecylftalaat,,,,,,,,,,collectie:water,,,DiNyFtofDiDyFt,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
dioxineachtigepcb,dioxineachtige PCB's,,,,,,,,,,collectie:water,,,dioxineachtigePCB,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
dioxinenenfuranen,dioxinen en furanen,,,,,,,,,,collectie:water,,,dioxinenenfuranen,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
dioxines,Dioxines,,,,,,,,,,collectie:water,,chemische_stof:AZXHAWRMEPZSSV-UHFFFAOYSA-N|chemische_stof:BHWVLZJTVIYLIV-UHFFFAOYSA-N|chemische_stof:FOIBFBMSLDGNHL-UHFFFAOYSA-N|chemische_stof:FSPZPQQWDODWAU-UHFFFAOYSA-N|chemische_stof:HGUFODBRKLSHSI-UHFFFAOYSA-N|chemische_stof:IUTPYMGCWINGEY-UHFFFAOYSA-N|chemische_stof:JEYJJJXOFWNEHN-UHFFFAOYSA-N|chemische_stof:KSMVNVHUTQZITP-UHFFFAOYSA-N|chemische_stof:LCXMEXLGMKFLQO-UHFFFAOYSA-N|chemische_stof:LGIRBUBHIWTVCK-UHFFFAOYSA-N|chemische_stof:LVYBAQIVPKCOEE-UHFFFAOYSA-N|chemische_stof:OGBQILNBLMPPDP-UHFFFAOYSA-N|chemische_stof:PYUSJFJVDVSXIU-UHFFFAOYSA-N|chemische_stof:REHONNLQRWTIFF-UHFFFAOYSA-N|chemische_stof:RHIROFAGUQOFLU-UHFFFAOYSA-N|chemische_stof:SBMIVUVRFPGOEB-UHFFFAOYSA-N|chemische_stof:SXZSFWHOSHAKMN-UHFFFAOYSA-N|chemische_stof:UQMGJOKDKOLIDP-UHFFFAOYSA-N|chemische_stof:VEZCTZWLJYWARH-UHFFFAOYSA-N|chemische_stof:WCLNVRQZUKYVAI-UHFFFAOYSA-N|chemische_stof:WCYYQNSQJHPVMG-UHFFFAOYSA-N|chemische_stof:WDMKCPIVJOGHBF-UHFFFAOYSA-N|chemische_stof:WIDHRBRBACOVOY-UHFFFAOYSA-N|chemische_stof:XTAHLACQOVXINQ-UHFFFAOYSA-N|chemische_stof:XUAWBXBYHDRROL-UHFFFAOYSA-N|chemische_stof:YAHNWSSFXMVPOU-UHFFFAOYSA-N|chemische_stof:YCLUIPQDHHPDJJ-UHFFFAOYSA-N|chemische_stof:YTWXDQVNPCIEOX-UHFFFAOYSA-N|chemische_stof:ZHLICBPIXDOFFG-UHFFFAOYSA-N,Dioxines,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
dmyfol_eyfol_2ipyfol,(DMyFol + EyFol + 2iPyFol),,,,,,,,,,collectie:water,,,DMyFol+EyFol+2iPyFol,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
dmyfol_som,som van de dimethylfenolen,,,,,,,,,,collectie:water,,,DMyFol som,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
dn_t,"Totaal stikstof, opgelost",,,,,,,,,,collectie:water,,,DN t,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
doc,"Organische koolstof, opgelost",,,,,,,,,,collectie:water,,,DOC,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
dyfolet,Decylfenolpolyethoxylaten,,,,,,,,,,collectie:water,,,DyFolEt,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
eas_ttcee,Tetrachloorethyleen extrah.apol.stoffen,,,,,,,,,,collectie:water,,,EAS TtCEe,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
eox,Extraheerbare organohalogenen,,,,Extraheerbare organische halogeenverbindingen (EOX),,,,,,collectie:water,,,EOX,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
epkalifatentotaal,EPK Alifaten totaal,,,,,,,,,,,,,EPKAlifatentotaal,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
epkaromatentotaal,EPK Aromaten totaal,,,,,,,,,,,,,EPKAromatentotaal,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
epktotaal,EPK totaal,,,,,,,,,,,,,EPKtotaal,,,gemet:9214|gemet:2912,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
